,value,timeOffset,referenceTime
366,4.0,PT0H,2024-01-02T00:00:00.000Z
367,3.9,PT0H,2024-01-03T00:00:00.000Z
368,4.1,PT0H,2024-01-04T00:00:00.000Z
369,4.8,PT0H,2024-01-05T00:00:00.000Z
370,5.1,PT0H,2024-01-06T00:00:00.000Z
371,3.9,PT0H,2024-01-07T00:00:00.000Z
372,4.4,PT0H,2024-01-08T00:00:00.000Z
373,2.7,PT0H,2024-01-09T00:00:00.000Z
374,4.5,PT0H,2024-01-10T00:00:00.000Z
375,3.3,PT0H,2024-01-11T00:00:00.000Z
376,3.5,PT0H,2024-01-12T00:00:00.000Z
377,3.4,PT0H,2024-01-13T00:00:00.000Z
378,1.8,PT0H,2024-01-14T00:00:00.000Z
379,2.2,PT0H,2024-01-15T00:00:00.000Z
380,3.3,PT0H,2024-01-16T00:00:00.000Z
381,1.8,PT0H,2024-01-17T00:00:00.000Z
382,1.6,PT0H,2024-01-18T00:00:00.000Z
383,2.1,PT0H,2024-01-19T00:00:00.000Z
384,6.4,PT0H,2024-01-20T00:00:00.000Z
385,3.0,PT0H,2024-01-21T00:00:00.000Z
386,4.4,PT0H,2024-01-22T00:00:00.000Z
387,3.0,PT0H,2024-01-23T00:00:00.000Z
388,1.8,PT0H,2024-01-24T00:00:00.000Z
389,3.3,PT0H,2024-01-25T00:00:00.000Z
390,3.7,PT0H,2024-01-26T00:00:00.000Z
391,8.2,PT0H,2024-01-27T00:00:00.000Z
392,7.1,PT0H,2024-01-28T00:00:00.000Z
393,11.1,PT0H,2024-01-29T00:00:00.000Z
394,9.1,PT0H,2024-01-30T00:00:00.000Z
395,4.8,PT0H,2024-01-31T00:00:00.000Z
396,5.1,PT0H,2024-02-01T00:00:00.000Z
397,4.2,PT0H,2024-02-02T00:00:00.000Z
398,1.6,PT0H,2024-02-03T00:00:00.000Z
399,2.3,PT0H,2024-02-04T00:00:00.000Z
400,3.0,PT0H,2024-02-05T00:00:00.000Z
401,3.2,PT0H,2024-02-06T00:00:00.000Z
402,3.1,PT0H,2024-02-07T00:00:00.000Z
403,4.7,PT0H,2024-02-08T00:00:00.000Z
404,3.7,PT0H,2024-02-09T00:00:00.000Z
405,6.0,PT0H,2024-02-10T00:00:00.000Z
406,3.1,PT0H,2024-02-11T00:00:00.000Z
407,2.0,PT0H,2024-02-12T00:00:00.000Z
408,5.3,PT0H,2024-02-13T00:00:00.000Z
409,9.0,PT0H,2024-02-14T00:00:00.000Z
410,8.1,PT0H,2024-02-15T00:00:00.000Z
411,5.3,PT0H,2024-02-16T00:00:00.000Z
412,1.8,PT0H,2024-02-17T00:00:00.000Z
413,3.1,PT0H,2024-02-18T00:00:00.000Z
414,5.6,PT0H,2024-02-19T00:00:00.000Z
415,1.9,PT0H,2024-02-20T00:00:00.000Z
416,3.7,PT0H,2024-02-21T00:00:00.000Z
417,3.7,PT0H,2024-02-22T00:00:00.000Z
418,3.2,PT0H,2024-02-23T00:00:00.000Z
419,11.4,PT0H,2024-02-24T00:00:00.000Z
420,7.1,PT0H,2024-02-25T00:00:00.000Z
421,5.6,PT0H,2024-02-26T00:00:00.000Z
422,8.6,PT0H,2024-02-27T00:00:00.000Z
423,10.3,PT0H,2024-02-28T00:00:00.000Z
424,8.5,PT0H,2024-02-29T00:00:00.000Z
425,9.5,PT0H,2024-03-01T00:00:00.000Z
426,2.6,PT0H,2024-03-02T00:00:00.000Z
427,2.5,PT0H,2024-03-03T00:00:00.000Z
428,1.3,PT0H,2024-03-04T00:00:00.000Z
429,1.3,PT0H,2024-03-05T00:00:00.000Z
430,2.4,PT0H,2024-03-06T00:00:00.000Z
431,1.5,PT0H,2024-03-07T00:00:00.000Z
432,1.7,PT0H,2024-03-08T00:00:00.000Z
433,2.6,PT0H,2024-03-09T00:00:00.000Z
434,3.5,PT0H,2024-03-10T00:00:00.000Z
435,2.2,PT0H,2024-03-11T00:00:00.000Z
436,3.0,PT0H,2024-03-12T00:00:00.000Z
437,2.8,PT0H,2024-03-13T00:00:00.000Z
438,1.8,PT0H,2024-03-14T00:00:00.000Z
439,4.0,PT0H,2024-03-15T00:00:00.000Z
440,4.0,PT0H,2024-03-16T00:00:00.000Z
441,5.1,PT0H,2024-03-17T00:00:00.000Z
442,7.4,PT0H,2024-03-18T00:00:00.000Z
443,3.2,PT0H,2024-03-19T00:00:00.000Z
444,3.3,PT0H,2024-03-20T00:00:00.000Z
445,3.3,PT0H,2024-03-21T00:00:00.000Z
446,2.6,PT0H,2024-03-22T00:00:00.000Z
447,2.0,PT0H,2024-03-23T00:00:00.000Z
448,4.4,PT0H,2024-03-24T00:00:00.000Z
449,1.3,PT0H,2024-03-25T00:00:00.000Z
450,2.8,PT0H,2024-03-26T00:00:00.000Z
451,2.7,PT0H,2024-03-27T00:00:00.000Z
452,1.1,PT0H,2024-03-28T00:00:00.000Z
453,1.2,PT0H,2024-03-29T00:00:00.000Z
454,2.1,PT0H,2024-03-30T00:00:00.000Z
455,2.9,PT0H,2024-03-31T00:00:00.000Z
456,3.6,PT0H,2024-04-01T00:00:00.000Z
457,3.3,PT0H,2024-04-02T00:00:00.000Z
458,3.2,PT0H,2024-04-03T00:00:00.000Z
459,2.8,PT0H,2024-04-04T00:00:00.000Z
460,5.1,PT0H,2024-04-05T00:00:00.000Z
461,4.9,PT0H,2024-04-06T00:00:00.000Z
462,2.8,PT0H,2024-04-07T00:00:00.000Z
463,2.5,PT0H,2024-04-08T00:00:00.000Z
464,2.4,PT0H,2024-04-09T00:00:00.000Z
465,2.5,PT0H,2024-04-10T00:00:00.000Z
466,2.2,PT0H,2024-04-11T00:00:00.000Z
467,4.4,PT0H,2024-04-12T00:00:00.000Z
468,4.1,PT0H,2024-04-13T00:00:00.000Z
469,2.7,PT0H,2024-04-14T00:00:00.000Z
470,1.3,PT0H,2024-04-15T00:00:00.000Z
471,2.6,PT0H,2024-04-16T00:00:00.000Z
472,2.0,PT0H,2024-04-17T00:00:00.000Z
473,4.5,PT0H,2024-04-18T00:00:00.000Z
474,3.6,PT0H,2024-04-19T00:00:00.000Z
475,2.1,PT0H,2024-04-20T00:00:00.000Z
476,5.4,PT0H,2024-04-21T00:00:00.000Z
477,5.8,PT0H,2024-04-22T00:00:00.000Z
478,1.8,PT0H,2024-04-23T00:00:00.000Z
479,2.0,PT0H,2024-04-24T00:00:00.000Z
480,3.4,PT0H,2024-04-25T00:00:00.000Z
481,1.7,PT0H,2024-04-26T00:00:00.000Z
482,1.5,PT0H,2024-04-27T00:00:00.000Z
483,2.2,PT0H,2024-04-28T00:00:00.000Z
484,2.4,PT0H,2024-04-29T00:00:00.000Z
485,2.3,PT0H,2024-04-30T00:00:00.000Z
486,2.6,PT0H,2024-05-01T00:00:00.000Z
487,0.9,PT0H,2024-05-02T00:00:00.000Z
488,1.9,PT0H,2024-05-03T00:00:00.000Z
489,2.6,PT0H,2024-05-04T00:00:00.000Z
490,3.3,PT0H,2024-05-05T00:00:00.000Z
491,2.8,PT0H,2024-05-06T00:00:00.000Z
492,3.8,PT0H,2024-05-07T00:00:00.000Z
493,4.2,PT0H,2024-05-08T00:00:00.000Z
494,4.0,PT0H,2024-05-09T00:00:00.000Z
495,2.7,PT0H,2024-05-10T00:00:00.000Z
496,5.2,PT0H,2024-05-11T00:00:00.000Z
497,3.5,PT0H,2024-05-12T00:00:00.000Z
498,4.9,PT0H,2024-05-13T00:00:00.000Z
499,4.9,PT0H,2024-05-14T00:00:00.000Z
500,2.5,PT0H,2024-05-15T00:00:00.000Z
501,2.2,PT0H,2024-05-16T00:00:00.000Z
502,2.9,PT0H,2024-05-17T00:00:00.000Z
503,3.2,PT0H,2024-05-18T00:00:00.000Z
504,2.7,PT0H,2024-05-19T00:00:00.000Z
505,2.8,PT0H,2024-05-20T00:00:00.000Z
506,2.2,PT0H,2024-05-21T00:00:00.000Z
507,1.9,PT0H,2024-05-22T00:00:00.000Z
508,3.4,PT0H,2024-05-23T00:00:00.000Z
509,4.0,PT0H,2024-05-24T00:00:00.000Z
510,2.2,PT0H,2024-05-25T00:00:00.000Z
511,3.0,PT0H,2024-05-26T00:00:00.000Z
512,1.7,PT0H,2024-05-27T00:00:00.000Z
513,1.3,PT0H,2024-05-28T00:00:00.000Z
514,1.8,PT0H,2024-05-29T00:00:00.000Z
515,1.9,PT0H,2024-05-30T00:00:00.000Z
516,2.8,PT0H,2024-05-31T00:00:00.000Z
517,1.0,PT0H,2024-06-01T00:00:00.000Z
518,2.3,PT0H,2024-06-02T00:00:00.000Z
519,1.9,PT0H,2024-06-03T00:00:00.000Z
520,2.9,PT0H,2024-06-04T00:00:00.000Z
521,2.5,PT0H,2024-06-05T00:00:00.000Z
522,2.2,PT0H,2024-06-06T00:00:00.000Z
523,2.4,PT0H,2024-06-07T00:00:00.000Z
524,2.3,PT0H,2024-06-08T00:00:00.000Z
525,2.5,PT0H,2024-06-09T00:00:00.000Z
526,2.8,PT0H,2024-06-10T00:00:00.000Z
527,2.0,PT0H,2024-06-11T00:00:00.000Z
528,1.8,PT0H,2024-06-12T00:00:00.000Z
529,2.7,PT0H,2024-06-13T00:00:00.000Z
530,3.8,PT0H,2024-06-14T00:00:00.000Z
531,2.3,PT0H,2024-06-15T00:00:00.000Z
532,2.1,PT0H,2024-06-16T00:00:00.000Z
533,2.7,PT0H,2024-06-17T00:00:00.000Z
534,1.1,PT0H,2024-06-18T00:00:00.000Z
535,3.2,PT0H,2024-06-19T00:00:00.000Z
536,2.9,PT0H,2024-06-20T00:00:00.000Z
537,3.3,PT0H,2024-06-21T00:00:00.000Z
538,1.7,PT0H,2024-06-22T00:00:00.000Z
539,2.1,PT0H,2024-06-23T00:00:00.000Z
540,4.2,PT0H,2024-06-24T00:00:00.000Z
541,3.8,PT0H,2024-06-25T00:00:00.000Z
542,4.2,PT0H,2024-06-26T00:00:00.000Z
543,3.0,PT0H,2024-06-27T00:00:00.000Z
544,1.7,PT0H,2024-06-28T00:00:00.000Z
545,2.1,PT0H,2024-06-29T00:00:00.000Z
546,4.0,PT0H,2024-06-30T00:00:00.000Z
547,3.3,PT0H,2024-07-01T00:00:00.000Z
548,2.7,PT0H,2024-07-02T00:00:00.000Z
549,1.4,PT0H,2024-07-03T00:00:00.000Z
550,2.0,PT0H,2024-07-04T00:00:00.000Z
551,1.6,PT0H,2024-07-05T00:00:00.000Z
552,3.1,PT0H,2024-07-06T00:00:00.000Z
553,3.3,PT0H,2024-07-07T00:00:00.000Z
554,3.1,PT0H,2024-07-08T00:00:00.000Z
555,2.4,PT0H,2024-07-09T00:00:00.000Z
556,2.7,PT0H,2024-07-10T00:00:00.000Z
557,1.4,PT0H,2024-07-11T00:00:00.000Z
558,2.6,PT0H,2024-07-12T00:00:00.000Z
559,2.1,PT0H,2024-07-13T00:00:00.000Z
560,1.9,PT0H,2024-07-14T00:00:00.000Z
561,1.9,PT0H,2024-07-15T00:00:00.000Z
562,1.7,PT0H,2024-07-16T00:00:00.000Z
563,1.6,PT0H,2024-07-17T00:00:00.000Z
564,1.3,PT0H,2024-07-18T00:00:00.000Z
565,2.0,PT0H,2024-07-19T00:00:00.000Z
566,1.7,PT0H,2024-07-20T00:00:00.000Z
567,1.5,PT0H,2024-07-21T00:00:00.000Z
568,2.5,PT0H,2024-07-22T00:00:00.000Z
569,1.6,PT0H,2024-07-23T00:00:00.000Z
570,2.0,PT0H,2024-07-24T00:00:00.000Z
571,1.3,PT0H,2024-07-25T00:00:00.000Z
572,2.2,PT0H,2024-07-26T00:00:00.000Z
573,1.9,PT0H,2024-07-27T00:00:00.000Z
574,1.9,PT0H,2024-07-28T00:00:00.000Z
575,2.3,PT0H,2024-07-29T00:00:00.000Z
576,1.7,PT0H,2024-07-30T00:00:00.000Z
577,3.2,PT0H,2024-07-31T00:00:00.000Z
578,1.6,PT0H,2024-08-01T00:00:00.000Z
579,1.8,PT0H,2024-08-02T00:00:00.000Z
580,1.0,PT0H,2024-08-03T00:00:00.000Z
581,1.9,PT0H,2024-08-04T00:00:00.000Z
582,1.5,PT0H,2024-08-05T00:00:00.000Z
583,1.8,PT0H,2024-08-06T00:00:00.000Z
584,2.7,PT0H,2024-08-07T00:00:00.000Z
585,4.2,PT0H,2024-08-08T00:00:00.000Z
586,2.9,PT0H,2024-08-09T00:00:00.000Z
587,2.9,PT0H,2024-08-10T00:00:00.000Z
588,1.6,PT0H,2024-08-11T00:00:00.000Z
589,1.6,PT0H,2024-08-12T00:00:00.000Z
590,1.3,PT0H,2024-08-13T00:00:00.000Z
591,2.8,PT0H,2024-08-14T00:00:00.000Z
592,1.2,PT0H,2024-08-15T00:00:00.000Z
593,3.1,PT0H,2024-08-16T00:00:00.000Z
594,3.8,PT0H,2024-08-17T00:00:00.000Z
595,2.4,PT0H,2024-08-18T00:00:00.000Z
596,2.6,PT0H,2024-08-19T00:00:00.000Z
597,3.7,PT0H,2024-08-20T00:00:00.000Z
598,2.7,PT0H,2024-08-21T00:00:00.000Z
599,1.5,PT0H,2024-08-22T00:00:00.000Z
600,2.4,PT0H,2024-08-23T00:00:00.000Z
601,3.9,PT0H,2024-08-24T00:00:00.000Z
602,4.8,PT0H,2024-08-25T00:00:00.000Z
603,5.6,PT0H,2024-08-26T00:00:00.000Z
604,6.5,PT0H,2024-08-27T00:00:00.000Z
605,3.8,PT0H,2024-08-28T00:00:00.000Z
606,2.8,PT0H,2024-08-29T00:00:00.000Z
607,2.2,PT0H,2024-08-30T00:00:00.000Z
608,3.1,PT0H,2024-08-31T00:00:00.000Z
609,3.0,PT0H,2024-09-01T00:00:00.000Z
610,2.6,PT0H,2024-09-02T00:00:00.000Z
611,4.0,PT0H,2024-09-03T00:00:00.000Z
612,4.5,PT0H,2024-09-04T00:00:00.000Z
613,4.7,PT0H,2024-09-05T00:00:00.000Z
614,6.0,PT0H,2024-09-06T00:00:00.000Z
615,3.0,PT0H,2024-09-07T00:00:00.000Z
616,3.3,PT0H,2024-09-08T00:00:00.000Z
617,3.2,PT0H,2024-09-09T00:00:00.000Z
618,5.8,PT0H,2024-09-10T00:00:00.000Z
619,4.5,PT0H,2024-09-11T00:00:00.000Z
620,6.1,PT0H,2024-09-12T00:00:00.000Z
621,4.4,PT0H,2024-09-13T00:00:00.000Z
622,5.0,PT0H,2024-09-14T00:00:00.000Z
623,1.4,PT0H,2024-09-15T00:00:00.000Z
624,2.4,PT0H,2024-09-16T00:00:00.000Z
625,4.9,PT0H,2024-09-17T00:00:00.000Z
626,5.9,PT0H,2024-09-18T00:00:00.000Z
627,6.3,PT0H,2024-09-19T00:00:00.000Z
628,4.1,PT0H,2024-09-20T00:00:00.000Z
629,1.8,PT0H,2024-09-21T00:00:00.000Z
630,2.3,PT0H,2024-09-22T00:00:00.000Z
631,1.7,PT0H,2024-09-23T00:00:00.000Z
632,3.7,PT0H,2024-09-24T00:00:00.000Z
633,3.7,PT0H,2024-09-25T00:00:00.000Z
634,2.2,PT0H,2024-09-26T00:00:00.000Z
635,2.3,PT0H,2024-09-27T00:00:00.000Z
636,1.7,PT0H,2024-09-28T00:00:00.000Z
637,2.9,PT0H,2024-09-29T00:00:00.000Z
638,5.3,PT0H,2024-09-30T00:00:00.000Z
639,6.6,PT0H,2024-10-01T00:00:00.000Z
640,3.6,PT0H,2024-10-02T00:00:00.000Z
641,3.6,PT0H,2024-10-03T00:00:00.000Z
642,2.0,PT0H,2024-10-04T00:00:00.000Z
643,3.1,PT0H,2024-10-05T00:00:00.000Z
644,1.8,PT0H,2024-10-06T00:00:00.000Z
645,1.5,PT0H,2024-10-07T00:00:00.000Z
646,3.4,PT0H,2024-10-08T00:00:00.000Z
647,3.3,PT0H,2024-10-09T00:00:00.000Z
648,5.4,PT0H,2024-10-10T00:00:00.000Z
649,3.4,PT0H,2024-10-11T00:00:00.000Z
650,8.7,PT0H,2024-10-12T00:00:00.000Z
651,8.0,PT0H,2024-10-13T00:00:00.000Z
652,5.0,PT0H,2024-10-14T00:00:00.000Z
653,4.4,PT0H,2024-10-15T00:00:00.000Z
654,4.8,PT0H,2024-10-16T00:00:00.000Z
655,6.0,PT0H,2024-10-17T00:00:00.000Z
656,5.7,PT0H,2024-10-18T00:00:00.000Z
657,2.2,PT0H,2024-10-19T00:00:00.000Z
658,3.0,PT0H,2024-10-20T00:00:00.000Z
659,3.1,PT0H,2024-10-21T00:00:00.000Z
660,5.5,PT0H,2024-10-22T00:00:00.000Z
661,3.9,PT0H,2024-10-23T00:00:00.000Z
662,4.3,PT0H,2024-10-24T00:00:00.000Z
663,8.5,PT0H,2024-10-25T00:00:00.000Z
664,4.7,PT0H,2024-10-26T00:00:00.000Z
665,5.6,PT0H,2024-10-27T00:00:00.000Z
666,5.9,PT0H,2024-10-28T00:00:00.000Z
667,5.0,PT0H,2024-10-29T00:00:00.000Z
668,3.3,PT0H,2024-10-30T00:00:00.000Z
669,4.0,PT0H,2024-10-31T00:00:00.000Z
670,2.0,PT0H,2024-11-01T00:00:00.000Z
671,2.6,PT0H,2024-11-02T00:00:00.000Z
672,2.4,PT0H,2024-11-03T00:00:00.000Z
673,2.5,PT0H,2024-11-04T00:00:00.000Z
674,4.5,PT0H,2024-11-05T00:00:00.000Z
675,4.1,PT0H,2024-11-06T00:00:00.000Z
676,6.7,PT0H,2024-11-07T00:00:00.000Z
677,7.4,PT0H,2024-11-08T00:00:00.000Z
678,4.4,PT0H,2024-11-09T00:00:00.000Z
679,5.0,PT0H,2024-11-10T00:00:00.000Z
680,2.7,PT0H,2024-11-11T00:00:00.000Z
681,6.9,PT0H,2024-11-12T00:00:00.000Z
682,7.4,PT0H,2024-11-13T00:00:00.000Z
683,7.0,PT0H,2024-11-14T00:00:00.000Z
684,2.8,PT0H,2024-11-15T00:00:00.000Z
685,3.5,PT0H,2024-11-16T00:00:00.000Z
686,5.9,PT0H,2024-11-17T00:00:00.000Z
687,2.3,PT0H,2024-11-18T00:00:00.000Z
688,2.8,PT0H,2024-11-19T00:00:00.000Z
689,1.5,PT0H,2024-11-20T00:00:00.000Z
690,2.8,PT0H,2024-11-21T00:00:00.000Z
691,4.6,PT0H,2024-11-22T00:00:00.000Z
692,3.7,PT0H,2024-11-23T00:00:00.000Z
693,2.4,PT0H,2024-11-24T00:00:00.000Z
694,2.0,PT0H,2024-11-25T00:00:00.000Z
695,3.1,PT0H,2024-11-26T00:00:00.000Z
696,5.6,PT0H,2024-11-27T00:00:00.000Z
697,7.9,PT0H,2024-11-28T00:00:00.000Z
698,7.2,PT0H,2024-11-29T00:00:00.000Z
699,3.2,PT0H,2024-11-30T00:00:00.000Z
700,2.9,PT0H,2024-12-01T00:00:00.000Z
701,2.8,PT0H,2024-12-02T00:00:00.000Z
702,2.7,PT0H,2024-12-03T00:00:00.000Z
703,4.9,PT0H,2024-12-04T00:00:00.000Z
704,5.2,PT0H,2024-12-05T00:00:00.000Z
705,5.2,PT0H,2024-12-06T00:00:00.000Z
706,5.5,PT0H,2024-12-07T00:00:00.000Z
707,4.6,PT0H,2024-12-08T00:00:00.000Z
708,7.6,PT0H,2024-12-09T00:00:00.000Z
709,3.7,PT0H,2024-12-10T00:00:00.000Z
710,4.9,PT0H,2024-12-11T00:00:00.000Z
711,2.3,PT0H,2024-12-12T00:00:00.000Z
712,1.5,PT0H,2024-12-13T00:00:00.000Z
713,4.0,PT0H,2024-12-14T00:00:00.000Z
714,7.5,PT0H,2024-12-15T00:00:00.000Z
715,4.3,PT0H,2024-12-16T00:00:00.000Z
716,3.0,PT0H,2024-12-17T00:00:00.000Z
717,2.2,PT0H,2024-12-18T00:00:00.000Z
718,3.2,PT0H,2024-12-19T00:00:00.000Z
719,2.7,PT0H,2024-12-20T00:00:00.000Z
720,1.8,PT0H,2024-12-21T00:00:00.000Z
721,1.8,PT0H,2024-12-22T00:00:00.000Z
722,1.9,PT0H,2024-12-23T00:00:00.000Z
723,5.5,PT0H,2024-12-24T00:00:00.000Z
724,8.4,PT0H,2024-12-25T00:00:00.000Z
725,6.6,PT0H,2024-12-26T00:00:00.000Z
726,4.3,PT0H,2024-12-27T00:00:00.000Z
727,6.2,PT0H,2024-12-28T00:00:00.000Z
728,6.2,PT0H,2024-12-29T00:00:00.000Z
729,6.1,PT0H,2024-12-30T00:00:00.000Z
